%time,field.header.seq,field.header.stamp,field.header.frame_id
12015405000000,286,12015404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12015604000000,287,12015604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12015804000000,288,12015804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12016004000000,289,12016004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12016204000000,290,12016204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12016404000000,291,12016404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12016605000000,292,12016604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12016804000000,293,12016804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12017004000000,294,12017004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12017204000000,295,12017204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12017404000000,296,12017404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12017604000000,297,12017604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12017804000000,298,12017804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12018004000000,299,12018004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12018204000000,300,12018204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12018404000000,301,12018404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12018604000000,302,12018604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12018804000000,303,12018804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12019004000000,304,12019004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12019204000000,305,12019204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12019404000000,306,12019404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12019604000000,307,12019604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12019804000000,308,12019804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12020004000000,309,12020004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12020205000000,310,12020204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12020405000000,311,12020404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12020604000000,312,12020604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12020804000000,313,12020804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12021004000000,314,12021004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12021204000000,315,12021204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12021404000000,316,12021404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12021604000000,317,12021604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12021804000000,318,12021804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12022004000000,319,12022004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12022204000000,320,12022204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12022404000000,321,12022404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12022604000000,322,12022604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12022804000000,323,12022804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12023004000000,324,12023004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12023204000000,325,12023204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12023405000000,326,12023404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12023604000000,327,12023604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12023804000000,328,12023804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12024004000000,329,12024004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12024204000000,330,12024204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12024404000000,331,12024404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12024604000000,332,12024604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12024804000000,333,12024804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12025004000000,334,12025004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12025204000000,335,12025204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12025404000000,336,12025404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12025604000000,337,12025604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12025804000000,338,12025804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12026004000000,339,12026004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12026204000000,340,12026204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12026405000000,341,12026404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12026604000000,342,12026604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12026804000000,343,12026804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12027004000000,344,12027004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12027205000000,345,12027205000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12027406000000,346,12027406000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12027605000000,347,12027604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12027804000000,348,12027804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12028005000000,349,12028005000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12028204000000,350,12028204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12028404000000,351,12028404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12028604000000,352,12028604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12028804000000,353,12028804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12029004000000,354,12029004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12029206000000,355,12029204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12029404000000,356,12029404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12029604000000,357,12029604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12029805000000,358,12029804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12030004000000,359,12030004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12030204000000,360,12030204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12030404000000,361,12030404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12030604000000,362,12030604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12030804000000,363,12030804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12031004000000,364,12031004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12031205000000,365,12031204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12031404000000,366,12031404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12031604000000,367,12031604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12031804000000,368,12031804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12032004000000,369,12032004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12032204000000,370,12032204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12032405000000,371,12032405000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12032604000000,372,12032604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12032804000000,373,12032804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12033006000000,374,12033004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12033205000000,375,12033205000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12033404000000,376,12033404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12033605000000,377,12033604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12033804000000,378,12033804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12034004000000,379,12034004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12034205000000,380,12034205000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12034404000000,381,12034404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12034604000000,382,12034604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12034804000000,383,12034804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12035004000000,384,12035004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12035204000000,385,12035204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12035404000000,386,12035404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12035605000000,387,12035604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12035804000000,388,12035804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12036004000000,389,12036004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12036204000000,390,12036204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12036404000000,391,12036404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12036604000000,392,12036604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12036804000000,393,12036804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12037004000000,394,12037004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12037204000000,395,12037204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12037404000000,396,12037404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12037604000000,397,12037604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12037804000000,398,12037804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12038004000000,399,12038004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12038204000000,400,12038204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12038404000000,401,12038404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12038604000000,402,12038604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12038804000000,403,12038804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12039004000000,404,12039004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12039204000000,405,12039204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12039404000000,406,12039404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12039604000000,407,12039604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12039804000000,408,12039804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12040004000000,409,12040004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12040204000000,410,12040204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12040404000000,411,12040404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12040604000000,412,12040604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12040805000000,413,12040804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12041004000000,414,12041004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12041204000000,415,12041204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12041404000000,416,12041404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12041604000000,417,12041604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12041804000000,418,12041804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12042004000000,419,12042004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12042204000000,420,12042204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12042404000000,421,12042404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12042604000000,422,12042604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12042804000000,423,12042804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12043004000000,424,12043004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12043205000000,425,12043204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12043404000000,426,12043404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12043604000000,427,12043604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12043804000000,428,12043804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12044004000000,429,12044004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12044204000000,430,12044204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12044404000000,431,12044404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12044604000000,432,12044604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12044804000000,433,12044804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12045005000000,434,12045005000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12045204000000,435,12045204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12045405000000,436,12045404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12045604000000,437,12045604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12045804000000,438,12045804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12046004000000,439,12046004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12046204000000,440,12046204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12046404000000,441,12046404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12046604000000,442,12046604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12046804000000,443,12046804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12047004000000,444,12047004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12047204000000,445,12047204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12047404000000,446,12047404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12047604000000,447,12047604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12047804000000,448,12047804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12048004000000,449,12048004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12048204000000,450,12048204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12048404000000,451,12048404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12048604000000,452,12048604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
