%time,field.header.seq,field.header.stamp,field.header.frame_id
12071604000000,567,12071604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12071804000000,568,12071804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12072004000000,569,12072004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12072206000000,570,12072204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12072404000000,571,12072404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12072604000000,572,12072604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12072805000000,573,12072804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12073004000000,574,12073004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12073204000000,575,12073204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12073404000000,576,12073404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12073605000000,577,12073605000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12073804000000,578,12073804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12074004000000,579,12074004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12074204000000,580,12074204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12074404000000,581,12074404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12074604000000,582,12074604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12074804000000,583,12074804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12075004000000,584,12075004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12075204000000,585,12075204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12075404000000,586,12075404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12075604000000,587,12075604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12075804000000,588,12075804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12076004000000,589,12076004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12076204000000,590,12076204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12076404000000,591,12076404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12076604000000,592,12076604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12076804000000,593,12076804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12077004000000,594,12077004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12077204000000,595,12077204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12077406000000,596,12077404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12077604000000,597,12077604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12077804000000,598,12077804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12078004000000,599,12078004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12078204000000,600,12078204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12078405000000,601,12078405000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12078604000000,602,12078604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12078805000000,603,12078804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12079004000000,604,12079004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12079204000000,605,12079204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12079404000000,606,12079404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12079605000000,607,12079604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12079804000000,608,12079804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12080005000000,609,12080005000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12080204000000,610,12080204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12080404000000,611,12080404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12080604000000,612,12080604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12080804000000,613,12080804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12081004000000,614,12081004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12081204000000,615,12081204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12081404000000,616,12081404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12081604000000,617,12081604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12081804000000,618,12081804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12082004000000,619,12082004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12082204000000,620,12082204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12082404000000,621,12082404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12082604000000,622,12082604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12082804000000,623,12082804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12083004000000,624,12083004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12083204000000,625,12083204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12083404000000,626,12083404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12083604000000,627,12083604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12083804000000,628,12083804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12084004000000,629,12084004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12084204000000,630,12084204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12084404000000,631,12084404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12084604000000,632,12084604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12084804000000,633,12084804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12085004000000,634,12085004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12085205000000,635,12085204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12085404000000,636,12085404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12085604000000,637,12085604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12085803000000,638,12085804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12086004000000,639,12086004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12086204000000,640,12086204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12086404000000,641,12086404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12086604000000,642,12086604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12086805000000,643,12086804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12087004000000,644,12087004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12087205000000,645,12087205000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12087404000000,646,12087404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12087605000000,647,12087604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12087804000000,648,12087804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12088004000000,649,12088004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12088204000000,650,12088204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12088404000000,651,12088404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12088605000000,652,12088605000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12088804000000,653,12088804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12089005000000,654,12089005000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12089205000000,655,12089204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12089404000000,656,12089404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12089604000000,657,12089604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12089805000000,658,12089804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12090005000000,659,12090005000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12090204000000,660,12090204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12090404000000,661,12090404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12090605000000,662,12090605000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12090804000000,663,12090804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12091004000000,664,12091004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12091204000000,665,12091204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12091404000000,666,12091404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12091604000000,667,12091604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12091804000000,668,12091804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12092004000000,669,12092004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12092204000000,670,12092204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12092404000000,671,12092404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12092604000000,672,12092604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12092804000000,673,12092804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12093004000000,674,12093004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12093205000000,675,12093205000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12093404000000,676,12093404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12093604000000,677,12093604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12093804000000,678,12093804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12094005000000,679,12094004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12094204000000,680,12094204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12094404000000,681,12094404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12094604000000,682,12094604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12094805000000,683,12094804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12095004000000,684,12095004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12095205000000,685,12095205000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12095404000000,686,12095404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12095604000000,687,12095604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12095804000000,688,12095804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12096004000000,689,12096004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12096204000000,690,12096204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12096404000000,691,12096404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12096605000000,692,12096605000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12096804000000,693,12096804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12097004000000,694,12097004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12097204000000,695,12097204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12097404000000,696,12097404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12097604000000,697,12097604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12097805000000,698,12097805000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12098011000000,699,12098004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12098204000000,700,12098204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12098404000000,701,12098404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12098604000000,702,12098604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12098804000000,703,12098804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12099004000000,704,12099004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12099204000000,705,12099204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12099404000000,706,12099404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12099604000000,707,12099604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12099804000000,708,12099804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12100004000000,709,12100004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12100205000000,710,12100205000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12100404000000,711,12100404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12100604000000,712,12100604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12100804000000,713,12100804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12101004000000,714,12101004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12101204000000,715,12101204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12101404000000,716,12101404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12101604000000,717,12101604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12101804000000,718,12101804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12102004000000,719,12102004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12102204000000,720,12102204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12102404000000,721,12102404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12102604000000,722,12102604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12102804000000,723,12102804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12103004000000,724,12103004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12103204000000,725,12103205000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12103404000000,726,12103404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12103604000000,727,12103604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12103804000000,728,12103804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12104004000000,729,12104004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12104204000000,730,12104204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12104404000000,731,12104404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12104604000000,732,12104604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12104805000000,733,12104805000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12105004000000,734,12105004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12105204000000,735,12105204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12105404000000,736,12105404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12105605000000,737,12105604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12105804000000,738,12105804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12106004000000,739,12106004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12106204000000,740,12106204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12106405000000,741,12106404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12106604000000,742,12106604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12106804000000,743,12106804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12107004000000,744,12107004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12107204000000,745,12107204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12107404000000,746,12107404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12107604000000,747,12107604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12107804000000,748,12107804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12108004000000,749,12108004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12108204000000,750,12108204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12108404000000,751,12108404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12108605000000,752,12108604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12108804000000,753,12108804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12109005000000,754,12109004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12109205000000,755,12109205000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12109404000000,756,12109404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12109604000000,757,12109604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12109804000000,758,12109804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12110004000000,759,12110004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12110204000000,760,12110204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12110404000000,761,12110404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12110604000000,762,12110604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12110804000000,763,12110804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12111005000000,764,12111005000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12111204000000,765,12111204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12111404000000,766,12111404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12111604000000,767,12111604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12111804000000,768,12111804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12112004000000,769,12112004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12112204000000,770,12112204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12112404000000,771,12112404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12112604000000,772,12112604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12112804000000,773,12112804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12113004000000,774,12113004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12113205000000,775,12113204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12113404000000,776,12113404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12113604000000,777,12113604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12113805000000,778,12113805000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12114004000000,779,12114004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12114204000000,780,12114204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12114405000000,781,12114405000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12114605000000,782,12114605000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12114804000000,783,12114804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12115004000000,784,12115004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12115204000000,785,12115204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12115404000000,786,12115404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12115605000000,787,12115605000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12115804000000,788,12115804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12116005000000,789,12116005000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12116204000000,790,12116204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12116405000000,791,12116405000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12116604000000,792,12116604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12116804000000,793,12116804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12117004000000,794,12117004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12117204000000,795,12117204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12117404000000,796,12117404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12117605000000,797,12117605000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12117804000000,798,12117804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12118005000000,799,12118004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12118204000000,800,12118204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12118404000000,801,12118404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12118604000000,802,12118604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12118804000000,803,12118804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12119004000000,804,12119004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12119204000000,805,12119204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12119404000000,806,12119404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12119604000000,807,12119604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12119804000000,808,12119804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12120006000000,809,12120006000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12120204000000,810,12120204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12120404000000,811,12120404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12120604000000,812,12120604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12120805000000,813,12120805000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12121004000000,814,12121004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12121204000000,815,12121204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12121405000000,816,12121405000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12121604000000,817,12121604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12121804000000,818,12121804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12122004000000,819,12122004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12122205000000,820,12122205000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12122404000000,821,12122404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12122605000000,822,12122604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12122804000000,823,12122804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12123004000000,824,12123004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12123204000000,825,12123204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12123406000000,826,12123406000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12123604000000,827,12123604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12123804000000,828,12123804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12124004000000,829,12124004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12124204000000,830,12124204000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12124404000000,831,12124404000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12124605000000,832,12124604000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12124804000000,833,12124804000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
12125004000000,834,12125004000000,,12003296000000,/move_base-1-12003.296000000,1,This goal has been accepted by the simple action server
